数据期,行业代码,门类代码,门类内容,大类代码,大类内容,中类代码,中类内容,小类代码,小类内容,经度,维度,注册资本(人民币元),企业经营日期,企业登记设立日期,企业缴纳社保人员数
2018,C2929,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2929,塑料零件及其他塑料制品制造,,,4000000,2011/11/1,2011/3/3,71
2018,C3982,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3982,电子电路制造,113.856833,22.784185,1000000,2011/4/1,2011/1/12,38
2018,C3569,C,制造业,35,专用设备制造业,356,电子和电工机械专用设备制造,3569,其他电子专用设备制造,113.828010,22.695016,5000000,2015/1/1,2011/1/10,117
2018,C3939,C,制造业,39,计算机、通信和其他电子设备制造业,393,广播电视设备制造,3939,应用电视设备及其他广播电视设备制造,113.834028,22.703805,1000000,2011/5/1,2011/2/28,67
2018,C2311,C,制造业,23,印刷和记录媒介复制业,231,印刷,2311,书、报刊印刷,113.882286,22.809953,2000000,2011/7/1,2011/3/16,71
2018,C3852,C,制造业,38,电气机械和器材制造业,385,家用电力器具制造,3852,家用空气调节器制造,113.849491,22.712121,8000000,2011/5/1,2011/2/24,107
2018,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.912351,22.575302,5000000,2011/5/1,2011/3/18,28
2018,G5829,G,交通运输、仓储和邮政业,58,多式联运和运输代理业,582,运输代理业,5829,其他运输代理业,113.885904,22.548898,12000000,2011/6/1,2011/2/25,19
2018,C3899,C,制造业,38,电气机械和器材制造业,389,其他电气机械及器材制造,3899,其他未列明电气机械及器材制造,113.808170,22.679056,10000000,2011/7/1,2011/2/25,78
2018,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.924552,22.663517,10000000,2014/3/1,2011/2/18,119
2018,I6520,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,集成电路设计,6520,集成电路设计,,,10000000,2010/10/11,2011/2/24,62
2018,I6519,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发,6519,其他软件开发,113.848083,22.599953,11769200,2012/2/1,2011/2/18,99
2018,C3599,C,制造业,35,专用设备制造业,359,环保、邮政、社会公共服务及其他专用设备制造,3599,其他专用设备制造,,,10000000,2011/4/1,2011/3/14,44
2018,I6519,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发,6519,其他软件开发,113.925426,22.689049,31000000,2011/5/1,2011/3/3,61
2018,C3872,C,制造业,38,电气机械和器材制造业,387,照明器具制造,3872,照明灯具制造,113.797473,22.669831,15000000,2013/7/1,2011/2/22,96
2018,C3912,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3912,计算机零部件制造,,,10000000,2011/5/1,2011/4/7,26
2018,C3976,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3976,光电子器件制造,113.819891,22.746535,4500000,2016/3/1,2011/4/1,84
2018,C3821,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3821,变压器、整流器和电感器制造,113.866912,22.728911,10000000,2011/11/1,2011/3/31,57
2018,C3872,C,制造业,38,电气机械和器材制造业,387,照明器具制造,3872,照明灯具制造,113.838975,22.709873,10000000,2011/5/1,2011/3/21,172
2018,C3819,C,制造业,38,电气机械和器材制造业,381,电机制造,3819,其他电机制造,,,6687200,2011/8/1,2011/5/12,147
2018,C3252,C,制造业,32,有色金属冶炼和压延加工业,325,有色金属压延加工,3252,铝压延加工,113.963306,22.696530,1000000,2013/6/1,2011/3/30,32
2018,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.900567,22.554150,6000000,2011/12/1,2011/4/20,16
2018,C3921,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造,3921,通信系统设备制造,113.820677,22.66117,56490000,2013/5/1,2011/4/28,88
2018,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.886575,22.569173,100000,2011/7/1,2011/4/26,30
2018,C3913,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3913,计算机外围设备制造,113.932470,22.663839,11000000,2011/8/1,2011/4/13,197
2018,F5199,F,批发和零售业,51,批发业,519,其他批发业,5199,其他未列明批发业,113.880687,22.581940,2000000,2011/10/1,2011/4/27,6
2018,C3360,C,制造业,33,金属制品业,336,金属表面处理及热处理加工,3360,金属表面处理及热处理加工,,,1000000,2011/8/1,2011/4/25,262
2018,F5174,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5174,五金产品批发,113.841404,22.711605,5000000,2011/12/1,2011/4/29,10
2018,G5821,G,交通运输、仓储和邮政业,58,多式联运和运输代理业,582,运输代理业,5821,货物运输代理,113.825806,22.658296,2000000,2011/11/1,2011/4/21,7
2018,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.859969,22.621818,10000000,2011/6/1,2011/4/15,20
2018,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.807731,22.698951,1500000,2017/4/1,2011/5/3,85
2018,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.807162,22.676173,5000000,2011/6/1,2011/5/11,21
2018,C3499,C,制造业,34,通用设备制造业,349,其他通用设备制造业,3499,其他未列明通用设备制造业,113.873038,22.573117,9000000,2011/11/1,2011/5/4,79
2018,F5176,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5176,计算机、软件及辅助设备批发,113.796867,22.761764,4000000,2011/12/1,2011/5/19,70
2018,F5175,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5175,电气设备批发,,,500000,2011/11/1,2011/5/23,13
2018,C3974,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3974,显示器件制造,113.860985,22.658186,5000000,2012/6/1,2011/5/11,33
2018,C3569,C,制造业,35,专用设备制造业,356,电子和电工机械专用设备制造,3569,其他电子专用设备制造,113.861594,22.743418,20000000,2012/6/1,2011/5/19,95
2018,C3990,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造,3990,其他电子设备制造,113.861071,22.571476,4000000,2012/6/1,2011/6/17,147
2018,C3424,C,制造业,34,通用设备制造业,342,金属加工机械制造,3424,金属切割及焊接设备制造,113.870137,22.811635,10000000,2011/11/1,2011/5/11,143
2018,C3953,C,制造业,39,计算机、通信和其他电子设备制造业,395,非专业视听设备制造,3953,影视录放设备制造,113.813620,22.686973,500000,2013/5/1,2011/6/14,31
2018,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,,,3000000,2011/12/1,2011/6/8,80
2018,C3491,C,制造业,34,通用设备制造业,349,其他通用设备制造业,3491,工业机器人制造,113.798763,22.74611,5000000,2011/10/1,2011/5/31,44
2018,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.845687,22.599467,63000000,2012/10/1,2011/5/25,202
2018,C3831,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造,3831,电线、电缆制造,113.843773,22.585549,10000000,2011/8/1,2011/5/31,41
2018,C4011,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造,4011,工业自动控制系统装置制造,113.920945,22.637012,15000000,2012/5/1,2011/6/1,122
2018,C3542,C,制造业,35,专用设备制造业,354,印刷、制药、日化及日用品生产专用设备制造,3542,印刷专用设备制造,113.796211,22.687421,10000000,2012/6/1,2011/6/1,73
2018,C3472,C,制造业,34,通用设备制造业,347,文化、办公用机械制造,3472,幻灯及投影设备制造,113.851859,22.739490,1010000,2015/12/1,2011/6/21,43
2018,C3311,C,制造业,33,金属制品业,331,结构性金属制品制造,3311,金属结构制造,113.803995,22.676601,23000000,2012/5/1,2011/8/31,64
2018,C3311,C,制造业,33,金属制品业,331,结构性金属制品制造,3311,金属结构制造,113.856023,22.775627,2100000,2012/4/1,2011/6/29,145
2018,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.799798,22.675447,1000000,2011/8/1,2011/6/14,64
2018,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.788656,22.748477,2200000,2012/6/4,2011/6/24,172
2018,C3922,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造,3922,通信终端设备制造,113.831036,22.678876,2488800,2011/11/1,2011/7/29,750
2018,C3990,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造,3990,其他电子设备制造,113.836598,22.778808,10000000,2012/8/1,2011/6/22,62
2018,C3553,C,制造业,35,专用设备制造业,355,纺织、服装和皮革加工专用设备制造,3553,缝制机械制造,113.921450,22.644349,1000000,2012/9/1,2011/7/18,63
2018,C2919,C,制造业,29,橡胶和塑料制品业,291,橡胶制品业,2919,其他橡胶制品制造,113.840951,22.721167,6356600,2012/1/1,2011/10/13,91
2018,C3990,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造,3990,其他电子设备制造,113.803833,22.760572,70890000,2012/4/1,2011/7/8,656
2018,C4028,C,制造业,40,仪器仪表制造业,402,专用仪器仪表制造,4028,电子测量仪器制造,113.920245,22.653819,30400000,2012/5/1,2011/7/7,250
2018,C3329,C,制造业,33,金属制品业,332,金属工具制造,3329,其他金属工具制造,113.783997,22.700682,18000000,2014/8/1,2011/8/4,0
2018,C3824,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3824,电力电子元器件制造,113.788803,22.704039,5000000,2011/10/1,2011/7/29,113
2018,C3382,C,制造业,33,金属制品业,338,金属制日用品制造,3382,金属制餐具和器皿制造,113.818537,22.724279,6213984,2012/10/1,2011/11/11,137
2018,C3311,C,制造业,33,金属制品业,331,结构性金属制品制造,3311,金属结构制造,113.840589,22.813236,13315680,2012/11/1,2011/11/16,189
2018,C2682,C,制造业,26,化学原料和化学制品制造业,268,日用化学产品制造,2682,化妆品制造,113.782852,22.684139,3020500,2012/10/1,2011/8/31,275
2018,C3841,C,制造业,38,电气机械和器材制造业,384,电池制造,3841,锂离子电池制造,113.849426,22.626560,11228080,2007/6/11,2011/9/15,105
2018,C4190,C,制造业,41,其他制造业,419,其他未列明制造业,4190,其他未列明制造业,113.828620,22.778239,18713720,2012/1/1,2011/12/16,185
2018,C3041,C,制造业,30,非金属矿物制品业,304,玻璃制造,3041,平板玻璃制造,113.881126,22.805366,500000,2012/12/1,2011/9/1,123
2018,C3976,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3976,光电子器件制造,113.971510,22.693635,5000000,2011/10/10,2011/8/31,124
2018,C3982,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3982,电子电路制造,113.854178,22.706742,5000000,2011/12/1,2011/9/1,388
2018,C3972,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3972,半导体分立器件制造,113.801626,22.765982,5000000,2011/10/1,2011/8/18,245
2018,C3914,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3914,工业控制计算机及系统制造,113.915976,22.666451,50100000,2012/8/1,2011/9/14,94
2018,F5292,F,批发和零售业,52,零售业,529,货摊、无店铺及其他零售业,5292,互联网零售,113.840122,22.606424,20000000,2012/9/1,2011/11/7,265
2018,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.862931,22.555682,33069360000,2011/12/1,2011/9/9,155
2018,C3872,C,制造业,38,电气机械和器材制造业,387,照明器具制造,3872,照明灯具制造,,,1000000,2011/11/1,2011/9/8,151
2018,C3974,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3974,显示器件制造,113.839108,22.610550,10000000,2012/3/1,2011/9/23,66
2018,C3525,C,制造业,35,专用设备制造业,352,化工、木材、非金属加工专用设备制造,3525,模具制造,113.877293,22.756054,40000000,2011/11/1,2011/9/21,430
2018,F5174,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5174,五金产品批发,113.821391,22.719729,300000,2011/11/1,2011/9/20,10
2018,I6513,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发,6513,应用软件开发,113.872294,22.581806,46332000,2011/11/1,2011/9/22,43
2018,C3922,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造,3922,通信终端设备制造,113.863750,22.583483,10000000,2012/4/1,2011/9/20,56
2018,C3976,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3976,光电子器件制造,,,5000000,2011/12/1,2011/9/19,46
2018,C3872,C,制造业,38,电气机械和器材制造业,387,照明器具制造,3872,照明灯具制造,113.860730,22.606361,100000000,2012/2/1,2011/10/8,99
2018,F5165,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5165,建材批发,,,50000000,2017/11/1,2011/10/25,29
2018,F5178,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5178,广播影视设备批发,113.874528,22.593912,10000000,2012/6/8,2011/10/14,43
2018,C4011,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造,4011,工业自动控制系统装置制造,113.849211,22.703098,1000000,2013/11/1,2011/9/29,64
2018,C4011,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造,4011,工业自动控制系统装置制造,,,10000000,2011/12/1,2011/10/24,89
2018,C4028,C,制造业,40,仪器仪表制造业,402,专用仪器仪表制造,4028,电子测量仪器制造,113.784146,22.681606,10000000,2013/7/5,2011/10/9,194
2018,C4030,C,制造业,40,仪器仪表制造业,403,钟表与计时仪器制造,4030,钟表与计时仪器制造,113.809088,22.775388,2000000,2011/12/1,2011/10/20,200
2018,C3872,C,制造业,38,电气机械和器材制造业,387,照明器具制造,3872,照明灯具制造,113.954992,22.685206,3160000,2012/6/1,2011/10/9,25
2018,C3979,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3979,其他电子器件制造,113.78719,22.678,5000000,2013/1/1,2011/10/9,14
2018,C2110,C,制造业,21,家具制造业,211,木质家具制造,2110,木质家具制造,,,10000000,2012/2/1,2011/11/10,428
2018,F5138,F,批发和零售业,51,批发业,513,纺织、服装及家庭用品批发,5138,日用家电批发,113.819093,22.674808,1000000,2012/4/1,2011/11/4,7
2018,L7259,L,租赁和商务服务业,72,商务服务业,725,广告业,7259,其他广告服务,113.870404,22.561226,2000000,2012/3/1,2011/11/3,495
2018,C3874,C,制造业,38,电气机械和器材制造业,387,照明器具制造,3874,智能照明器具制造,113.841854,22.620185,1000000,2012/4/1,2011/11/8,152
2018,C3974,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3974,显示器件制造,113.917944,22.674023,10000000,2012/10/1,2011/10/31,18
2018,C3874,C,制造业,38,电气机械和器材制造业,387,照明器具制造,3874,智能照明器具制造,113.78719,22.678,5000000,2013/4/1,2011/11/9,118
2018,C3462,C,制造业,34,通用设备制造业,346,烘炉、风机、包装等设备制造,3462,风机、风扇制造,113.843385,22.703541,2000000,2012/4/1,2011/11/1,45
2018,C3599,C,制造业,35,专用设备制造业,359,环保、邮政、社会公共服务及其他专用设备制造,3599,其他专用设备制造,113.820417,22.661706,5000000,2011/7/7,2011/11/11,89
2018,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.859060,22.779580,1000000,2013/7/1,2011/11/1,57
2018,C3240,C,制造业,32,有色金属冶炼和压延加工业,324,有色金属合金制造,3240,有色金属合金制造,113.950718,22.678740,5000000,2005/11/1,2011/11/25,162
2018,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.866310,22.630020,1000000,2012/5/1,2011/12/7,76
2018,F5134,F,批发和零售业,51,批发业,513,纺织、服装及家庭用品批发,5134,化妆品及卫生用品批发,113.804322,22.678578,5000000,2012/4/1,2011/11/22,160
2018,C1830,C,制造业,18,纺织服装、服饰业,183,服饰制造,1830,服饰制造,113.841997,22.607380,10000000,2017/6/1,2011/11/25,3
2018,C3824,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3824,电力电子元器件制造,113.861671,22.795822,500000,2012/12/1,2011/12/27,3
2018,C2319,C,制造业,23,印刷和记录媒介复制业,231,印刷,2319,包装装潢及其他印刷,113.962432,22.690802,16253600,2012/8/1,2012/3/31,178
2018,C3872,C,制造业,38,电气机械和器材制造业,387,照明器具制造,3872,照明灯具制造,113.792028,22.685450,1000000,2012/1/1,2011/12/20,25
2018,F5222,F,批发和零售业,52,零售业,522,食品、饮料及烟草制品专门零售,5222,糕点、面包零售,113.908657,22.556895,5000000,2012/9/21,2011/12/13,8
2018,G5821,G,交通运输、仓储和邮政业,58,多式联运和运输代理业,582,运输代理业,5821,货物运输代理,113.829466,22.670680,10000000,2013/3/1,2011/11/22,95
2018,C4190,C,制造业,41,其他制造业,419,其他未列明制造业,4190,其他未列明制造业,113.848597,22.686056,8000000,2013/12/1,2011/12/26,49
2018,F5164,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5164,金属及金属矿批发,113.845048,22.698717,30000000,2014/12/1,2012/2/7,15
2018,C3856,C,制造业,38,电气机械和器材制造业,385,家用电力器具制造,3856,家用美容、保健护理电器具制造,113.804567,22.765638,2000000,2009/6/9,2012/2/8,305
2018,I6422,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务,6422,互联网游戏服务,113.921602,22.577631,10000000,2012/3/1,2012/2/3,144
2018,C3252,C,制造业,32,有色金属冶炼和压延加工业,325,有色金属压延加工,3252,铝压延加工,113.834299,22.698903,1264700,2012/12/1,2012/7/25,22
2018,C3856,C,制造业,38,电气机械和器材制造业,385,家用电力器具制造,3856,家用美容、保健护理电器具制造,113.829699,22.687156,5000000,2012/10/1,2012/1/10,140
2018,C3841,C,制造业,38,电气机械和器材制造业,384,电池制造,3841,锂离子电池制造,,,500000,2012/4/1,2011/12/30,58
2018,C3424,C,制造业,34,通用设备制造业,342,金属加工机械制造,3424,金属切割及焊接设备制造,113.874690,22.758822,20000000,2014/4/1,2012/1/9,128
2018,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.805611,22.729468,6000000,2012/5/1,2012/2/10,155
2018,K7040,K,房地产业,70,房地产业,704,房地产租赁经营,7040,房地产租赁经营,113.838037,22.625151,150000000,2013/5/1,2012/2/23,23
2018,C3545,C,制造业,35,专用设备制造业,354,印刷、制药、日化及日用品生产专用设备制造,3545,照明器具生产专用设备制造,,,12538400,2012/12/1,2012/2/16,439
2018,C2921,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2921,塑料薄膜制造,,,1000000,2012/3/1,2012/2/13,22
2018,G5829,G,交通运输、仓储和邮政业,58,多式联运和运输代理业,582,运输代理业,5829,其他运输代理业,113.884652,22.592336,5000000,2012/4/1,2012/3/12,9
2018,C2929,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2929,塑料零件及其他塑料制品制造,113.831787,22.789213,65000000,2012/11/1,2012/3/12,7
2018,C3130,C,制造业,31,黑色金属冶炼和压延加工业,313,钢压延加工,3130,钢压延加工,113.803044,22.775354,5044960,2012/12/1,2012/5/22,138
2018,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.858638,22.583118,1000000,2013/8/1,2012/3/20,2
2018,C3922,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造,3922,通信终端设备制造,113.885904,22.548898,10000000,2012/5/1,2012/4/5,65
2018,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.87986,22.551898,2850499100,2014/9/1,2012/3/29,116
2018,C3872,C,制造业,38,电气机械和器材制造业,387,照明器具制造,3872,照明灯具制造,113.930650,22.698856,10000000,2013/3/1,2012/3/22,289
2018,F5265,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5265,机动车燃油零售,113.852560,22.619939,1000000,2013/12/1,2012/4/9,21
2018,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.828588,22.722607,78000000,2009/3/27,2012/3/27,83
2018,C2439,C,制造业,24,文教、工美、体育和娱乐用品制造业,243,工艺美术及礼仪用品制造,2439,其他工艺美术及礼仪用品制造,113.855221,22.726982,4150000,2008/1/1,2012/4/6,154
2018,F5273,F,批发和零售业,52,零售业,527,家用电器及电子产品专门零售,5273,计算机、软件及辅助设备零售,,,5000000,2012/11/1,2012/3/28,98
2018,F5136,F,批发和零售业,51,批发业,513,纺织、服装及家庭用品批发,5136,灯具、装饰物品批发,,,500000,2012/10/1,2012/5/15,7
2018,C3670,C,制造业,36,汽车制造业,367,汽车零部件及配件制造,3670,汽车零部件及配件制造,113.871844,22.604249,11000000,2012/6/1,2012/4/11,53
2018,C3939,C,制造业,39,计算机、通信和其他电子设备制造业,393,广播电视设备制造,3939,应用电视设备及其他广播电视设备制造,113.845541,22.599564,12000000,2014/10/1,2012/4/17,79
2018,C3812,C,制造业,38,电气机械和器材制造业,381,电机制造,3812,电动机制造,113.829432,22.687607,21000000,2010/12/30,2012/4/1,240
2018,F5175,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5175,电气设备批发,113.893608,22.565885,10000000,2012/5/1,2012/4/18,71
2018,H6129,H,住宿和餐饮业,61,住宿业,612,一般旅馆,6129,其他一般旅馆,113.867679,22.559345,30000,2015/11/1,2012/5/3,21
2018,L7222,L,租赁和商务服务业,72,商务服务业,722,综合管理服务,7222,商业综合体管理服务,113.887906,22.552658,10000000,2016/1/1,2012/4/20,528
2018,C3561,C,制造业,35,专用设备制造业,356,电子和电工机械专用设备制造,3561,电工机械专用设备制造,113.867758,22.595904,15901947,2012/7/1,2012/5/17,89
2018,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,,,10000000,2012/9/1,2012/5/17,21
2018,C3962,C,制造业,39,计算机、通信和其他电子设备制造业,396,智能消费设备制造,3962,智能车载设备制造,,,10000000,2013/4/26,2012/5/31,83
2018,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.901035,22.563851,1750000000,2012/7/1,2012/5/25,32
2018,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.794727,22.722299,500000,2012/9/1,2012/6/4,12
2018,C3913,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3913,计算机外围设备制造,113.866804,22.623646,83000000,2005/6/14,2012/6/18,321
2018,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.862305,22.572247,1100000,2013/4/1,2012/6/11,20
2018,F5169,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5169,其他化工产品批发,113.888365,22.554606,100000000,2017/12/1,2012/6/13,
2018,C3911,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3911,计算机整机制造,113.910138,22.578822,10000000,2012/11/1,2012/6/18,53
2018,C3962,C,制造业,39,计算机、通信和其他电子设备制造业,396,智能消费设备制造,3962,智能车载设备制造,,,10000000,2012/7/1,2012/6/4,64
2018,F5281,F,批发和零售业,52,零售业,528,五金、家具及室内装饰材料专门零售,5281,五金零售,113.803035,22.713249,5000000,2015/11/1,2012/6/29,23
2018,C3891,C,制造业,38,电气机械和器材制造业,389,其他电气机械及器材制造,3891,电气信号设备装置制造,113.824680,22.663883,1000000,2005/6/1,2012/9/4,171
2018,C3974,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3974,显示器件制造,,,51000000,2012/10/15,2012/6/29,100
2018,C2761,C,制造业,27,医药制造业,276,生物药品制品制造,2761,生物药品制造,113.884565,22.600392,7315193,2012/10/1,2012/7/6,112
2018,C2921,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2921,塑料薄膜制造,,,,2000/12/1,1998/11/10,204
2018,C3990,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造,3990,其他电子设备制造,113.860294,22.587644,1000000,2013/4/1,2012/7/2,13
2018,F5165,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5165,建材批发,113.852120,22.804230,30000000,2012/11/1,2012/7/5,18
2018,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.897812,22.573994,,1999/1/1,1991/8/1,66
2018,F5137,F,批发和零售业,51,批发业,513,纺织、服装及家庭用品批发,5137,家用视听设备批发,113.861747,22.646913,200000000,2006/4/1,1991/6/4,197
2018,C3581,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造,3581,医疗诊断、监护及治疗设备制造,113.925718,22.614677,140900000,1991/3/16,1986/12/31,292
2018,C3871,C,制造业,38,电气机械和器材制造业,387,照明器具制造,3871,电光源制造,,,43530000,1996/1/1,1989/11/14,378
2018,C3854,C,制造业,38,电气机械和器材制造业,385,家用电力器具制造,3854,家用厨房电器具制造,,,,1999/11/1,1989/11/27,1018
2018,K7040,K,房地产业,70,房地产业,704,房地产租赁经营,7040,房地产租赁经营,113.884431,22.597842,49530000,2004/11/12,1992/10/30,36
2018,C3932,C,制造业,39,计算机、通信和其他电子设备制造业,393,广播电视设备制造,3932,广播电视接收设备制造,113.869999,22.809274,,2000/3/1,1992/12/17,409
2018,C2312,C,制造业,23,印刷和记录媒介复制业,231,印刷,2312,本册印制,,,,1993/7/1,1992/2/15,59
2018,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,,,,1999/6/22,1994/6/29,52
2018,C3821,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3821,变压器、整流器和电感器制造,113.924881,22.649206,,1999/9/1,1995/8/17,127
2018,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.896577,22.554483,10000000,2002/7/1,1996/3/20,75
2018,C2319,C,制造业,23,印刷和记录媒介复制业,231,印刷,2319,包装装潢及其他印刷,113.858792,22.807536,1464870450,2000/12/1,1996/10/14,92
2018,C3251,C,制造业,32,有色金属冶炼和压延加工业,325,有色金属压延加工,3251,铜压延加工,,,,2000/12/1,1996/12/17,60
2018,C3819,C,制造业,38,电气机械和器材制造业,381,电机制造,3819,其他电机制造,113.970302,22.695077,,2001/8/29,1998/9/28,126
2018,C3821,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3821,变压器、整流器和电感器制造,113.826279,22.791471,10000000,2009/4/1,2007/4/23,18
2018,I6513,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发,6513,应用软件开发,113.925172,22.575149,1000000,2007/6/1,2007/4/24,38
2018,F5149,F,批发和零售业,51,批发业,514,文化、体育用品及器材批发,5149,其他文化用品批发,113.805237,22.671954,2598155,2008/1/1,2007/11/27,10
2018,F5164,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5164,金属及金属矿批发,113.862871,22.572941,1000000,2008/2/1,2007/4/17,13
2018,C3351,C,制造业,33,金属制品业,335,建筑、安全用金属制品制造,3351,建筑、家具用金属配件制造,113.799757,22.766059,980990,2008/7/1,2007/5/21,92
2018,C3584,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造,3584,医疗、外科及兽医用器械制造,113.889369,22.604336,1000000,2008/5/1,2007/4/26,58
